Title,Genre,Theme,Mode,Perspective,Source, File Location,Status,Difficulty (out of 5),Game Length (in hours),File Size (in GB),Top 100,Single-Player,Open World,Action RPG,Action-Adventure,Other,Best Lists,IGN,IGDB,OpenCritic,MetaCritic,GameRankings,Avg. Score,Personal Rating,Owned?,MapGenie?,Save Wizard?,Comments,,,
Assault Suit Leynos,"Shooter, Arcade","Action, Science Fiction",Single Player,Side View,Digital Download,Drive 1,Unplayed,4.16,3.00,2.33,,,,,,,0,N/A,7.00,6.90,6.70,6.67,6.82,,Y,N,Y,,,,
Assetto Corsa Competizione,"Racing, Simulator, Sport",,"Single Player, Multiplayer","First Person, Third Person, Virtual Reality",Playstation Plus,Drive 1,Unplayed,4.00,191.00,19.85,,,,,,,0,6.00,7.00,7.50,7.70,7.17,7.07,0,Y,N,N,,,,
Astalon: Tears of the Earth,"Platform, Puzzle, Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.55,44.82,0.49,,,,,,,0,7.50,8.00,8.40,8.20,N/A,8.03,,Y,N,Y,,,,
Asterigos: Curse of the Stars,"Role-playing (RPG), Adventure","Action, Fantasy, Historical",Single Player,Third Person,N/A,N/A,N/A,3.75,52.00,8.07,,,,,,,0,7.40,7.90,7.20,7.30,N/A,7.45,,N,N,Y,,,,
Asterix & Obelix Slap Them All!,"Fighting, Hack and Slash/Beat 'em up, Arcade","Action, Comedy","Single Player, Multiplayer, Co-operative",Side View,N/A,N/A,N/A,3.33,16.92,N/A,,,,,,,0,5.90,8.60,6.50,6.90,N/A,6.98,,N,N,N,,,,
Astor: Blade of the Monolith,"Role-playing (RPG), Adventure, Indie",Action,Single Player,Third Person,N/A,N/A,N/A,N/A,17.33,N/A,,,,,,,0,6.00,6.60,6.90,6.10,N/A,6.40,,N,N,N,,,,
Astral Ascent,"Platform, Adventure, Indie","Action, Fantasy","Single Player, Multiplayer, Co-operative",Side View,N/A,N/A,N/A,3.00,66.25,N/A,,,,,,,0,8.10,9.20,8.60,8.67,N/A,8.64,,N,N,N,,,,
Astria Ascending,"Role-playing (RPG), Adventure",Fantasy,Single Player,Side View,Digital Download,Drive 4,Unplayed,3.79,99.00,11.54,,,,,,,0,6.00,7.50,6.50,6.80,N/A,6.70,0,Y,N,Y,,,,
Atelier Ayesha: The Alchemist of Dusk DX,"Role-playing (RPG), Adventure",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.82,50.30,N/A,,,,,,,0,6.20,8.40,7.60,6.60,7.16,7.19,0,N,N,Y,,,,
Atelier Marie Remake: The Alchemist of Salburg,"Role-playing (RPG), Adventure",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.78,40.57,N/A,,,,,,,0,7.90,7.50,7.50,7.60,N/A,7.63,,N,N,Y,,,,
Atelier Resleriana: The Red Alchemist & The White Guardian,"Role-playing (RPG), Adventure","Fantasy, Comedy",Single Player,Third Person,N/A,N/A,N/A,3.00,55.65,N/A,,,,,,,0,N/A,8.20,7.30,7.40,N/A,7.63,0,N,N,N,,,,
Atelier Ryza 2: Lost Legends & the Secret Fairy,"Role-playing (RPG), Adventure",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.71,121.43,N/A,,,,,,,0,8.00,8.20,8.10,8.10,N/A,8.10,0,N,N,Y,,,,
Atelier Ryza: Ever Darkness and the Secret Hideout,"Role-playing (RPG), Adventure",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.77,60.50,N/A,,,,,,,0,8.10,7.70,8.00,7.50,7.80,7.82,,N,N,Y,,,,
Atelier Sophie 2: The Alchemist of the Mysterious Dream,"Role-playing (RPG), Turn-based Strategy (TBS), Adventure",Fantasy,Single Player,Third Person,N/A,N/A,N/A,3.08,104.27,N/A,,,,,,,0,8.30,8.70,8.20,8.20,N/A,8.35,0,N,N,Y,,,,
Atelier Sophie: The Alchemist of the Mysterious Book DX,"Role-playing (RPG), Adventure",Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.94,84.82,N/A,,,,,,,0,7.80,7.60,7.70,7.50,7.62,7.64,0,N,N,Y,,,,
Atelier Yumia: The Alchemist of Memories & The Envisioned Land,"Role-playing (RPG), Adventure, Indie",Action,Single Player,Third Person,N/A,N/A,N/A,3.33,83.23,N/A,,,,,,,0,N/A,7.80,8.00,8.10,N/A,7.97,,N,N,Y,,,,
Athenian Rhapsody,"Puzzle, Role-playing (RPG), Simulator, Adventure, Indie","Action, Comedy",Single Player,Third Person,N/A,N/A,N/A,3.00,14.98,N/A,,,,,,,0,9.00,7.60,8.80,9.50,N/A,8.73,,N,N,N,,,,
Atom RPG,"Role-playing (RPG), Strategy, Adventure, Indie",Survival,Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.20,115.10,7.44,,,,,,,0,7.40,9.10,6.50,7.00,N/A,7.50,0,Y,N,Y,,,,
Atomfall,"Role-playing (RPG), Adventure","Action, Survival",Single Player,First Person,N/A,N/A,N/A,3.00,41.05,N/A,,,,,,,0,8.00,7.10,7.60,7.60,N/A,7.58,,N,Y,N,,,,
Atomic Heart,"Shooter, Role-playing (RPG), Adventure","Action, Open World",Single Player,First Person,N/A,N/A,N/A,3.57,36.00,47.90,,,,,,,0,8.00,7.20,7.40,7.00,N/A,7.40,,N,N,Y,,,,
ATONE: Heart of the Elder Tree,"Fighting, Puzzle, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,"Bird view/Isometric, Side View",Digital Download,Drive 4,Unplayed,2.00,19.97,7.64,,,,,,,0,7.10,7.00,7.20,7.60,N/A,7.23,,Y,N,N,,,,
Attack on Titan,Hack and Slash/Beat 'em up,Action,"Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,2.98,53.00,20.35,,,,,,,0,7.30,7.30,7.50,7.40,7.48,7.40,,N,N,Y,,,,
Attack on Titan 2: Final Battle,"Shooter, Role-playing (RPG)",Action,"Single Player, Multiplayer, Co-operative",,N/A,N/A,N/A,3.85,167.10,27.00,,,,,,,0,8.40,7.30,7.70,7.50,7.20,7.62,,N,N,Y,,,,
AWAY: Journey to the Unexpected,"Shooter, Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy, Kids",Single Player,First Person,Digital Download,Drive 1,Unplayed,3.75,7.28,4.29,,,,,,,0,7.00,5.50,5.90,5.40,5.00,5.76,,Y,N,N,,,,
Away: The Survival Series,"Fighting, Platform, Simulator, Adventure, Indie","Action, Educational, Kids",Single Player,,Digital Download,Drive 4,Unplayed,4.00,17.37,13.00,,,,,,,0,6.00,7.20,4.70,5.40,N/A,5.83,,Y,N,N,,,,
Axiom Verge,"Platform, Adventure, Indie","Action, Science Fiction",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.31,25.07,0.31,,,,,,,0,7.90,8.40,8.50,8.40,8.48,8.34,,Y,N,Y,,,,
Aztech Forgotten Gods,"Platform, Adventure, Indie","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,3.00,6.12,N/A,,,,,,,0,6.00,5.60,5.60,5.80,N/A,5.75,,N,N,N,,,,
Azure Striker GUNVOLT 3,Platform,"Action, Science Fiction",Single Player,Side View,N/A,N/A,N/A,3.00,23.47,N/A,,,,,,,0,6.50,7.90,8.00,8.00,N/A,7.60,,N,N,N,,,,
Azure Striker Gunvolt: Striker Pack,"Shooter, Platform, Adventure","Action, Science Fiction, Kids",Single Player,Side View,N/A,N/A,N/A,3.13,22.97,N/A,,,,,,,0,7.80,8.20,8.50,8.20,8.30,8.20,,N,N,Y,,,,
Balan Wonderworld,Platform,Action,"Single Player, Split Screen",Third Person,N/A,N/A,N/A,2.53,48.02,N/A,,,,,,,0,4.00,5.70,4.80,5.10,N/A,4.90,,N,N,N,,,,
Balatro,"Strategy, Turn-based Strategy (TBS), Indie, Card & Board Game",,Single Player,Bird view/Isometric,N/A,N/A,N/A,4.75,327.97,N/A,,,,,,,0,9.00,9.10,9.20,9.00,N/A,9.08,,N,N,N,,,,
Baldo the Guardian Owls,"Puzzle, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,"Third Person, Bird view/Isometric",N/A,N/A,N/A,4.00,79.37,2.00,,,,,,,0,4.00,6.80,5.70,5.10,N/A,5.40,0,N,N,N,,,,
Baldur's Gate and Baldur's Gate II - Enhanced Edition,"Role-playing (RPG), Strategy, Adventure",Fantasy,"Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 3,Unplayed,3.43,236.00,9.15,,,,,,,0,8.70,7.70,7.60,8.10,9.17,8.25,,Y,N,N,"Contains the following:
• Baldur's Gate: Enhanced Edition
• Baldur's Gate II: Enhanced Edition",,,
Baldur's Gate: Dark Alliance,"Role-playing (RPG), Hack and Slash/Beat 'em up","Action, Fantasy","Single Player, Co-operative",Third Person,N/A,N/A,N/A,3.50,42.78,N/A,,,,,,,0,9.40,8.50,6.40,8.70,8.44,8.29,,N,N,N,,,,
Baldur's Gate: Dark Alliance II,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Historical","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.67,141.93,N/A,,,,,,,0,8.40,7.60,6.20,7.80,8.12,7.62,,N,N,N,,,,
Bang-on Balls: Chronicles,"Platform, Adventure, Indie, Arcade","Action, Comedy, Sandbox, Open World","Single Player, Multiplayer, Co-operative",Third Person,Playstation Plus,Drive 4,Unplayed,2.00,25.97,9.36,,,,,,,0,7.80,8.00,8.40,8.60,N/A,8.20,,Y,N,N,,,,
Bastion,"Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Bird view/Isometric,Digital Download,Drive 3,Unplayed,2.96,21.00,1.14,,,,,,,0,9.00,9.00,8.80,8.60,8.97,8.87,,Y,Y,Y,,,,
Batbarian: Testament of the Primordials,"Platform, Puzzle, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,4.00,18.03,N/A,,,,,,,0,8.00,7.90,8.00,8.20,N/A,8.03,,N,N,N,,,,
Batman: Arkham Knight,"Hack and Slash/Beat 'em up, Adventure","Action, Thriller, Stealth, Open World",Single Player,Third Person,Physical Media,Drive 3,Unplayed,3.04,57.50,59.53,1,1,1,,,,3,9.20,9.20,8.60,8.70,8.83,8.91,0,Y,N,Y,,,,
Batman: Return to Arkham - Arkham Asylum,"Hack and Slash/Beat 'em up, Adventure","Action, Stealth",Single Player,Third Person,Digital Download,Drive 3,Unplayed,3.09,25.50,27.64,,,,,,,0,9.30,8.90,7.60,7.30,9.21,8.46,,Y,N,Y,,,,
Batman: Return to Arkham - Arkham City,"Hack and Slash/Beat 'em up, Adventure","Action, Stealth, Open World",Single Player,Third Person,Digital Download,Drive 3,Unplayed,3.09,45.50,39.24,,,1,,,,1,9.50,9.10,7.60,7.30,9.59,8.62,0,Y,N,Y,,,,
Batora: Lost Haven,"Shooter, Role-playing (RPG), Hack and Slash/Beat 'em up","Action, Fantasy, Science Fiction, Drama",Single Player,"Third Person, Bird view/Isometric",Digital Download,Drive 4,Unplayed,2.50,25.97,30.31,,,,,,,0,6.10,7.50,7.00,6.90,N/A,6.88,0,Y,N,Y,,,,
Battle Axe,"Hack and Slash/Beat 'em up, Adventure, Indie, Arcade","Action, Fantasy","Single Player, Co-operative",Bird view/Isometric,N/A,N/A,N/A,4.62,10.50,N/A,,,,,,,0,4.50,N/A,6.90,7.60,N/A,6.33,,N,N,N,,,,
Battle Chasers: Nightwar,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Indie","Action, Fantasy",Single Player,"Bird view/Isometric, Side View",Playstation Plus,Drive 1,Unplayed,3.29,72.00,11.98,,,,,,,0,8.00,7.80,8.00,7.50,7.63,7.79,0,Y,N,Y,,,,
Battle Princess Madelyn,"Platform, Adventure, Indie, Arcade","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,3.80,10.35,N/A,,,,,,,0,5.00,6.60,6.60,6.50,6.34,6.21,,N,N,Y,,,,
Battlefield 1,Shooter,"Action, Historical, Warfare","Single Player, Multiplayer","First Person, Third Person",Digital Download,Drive 3,Unplayed,3.11,24.50,45.50,1,,,,,,1,9.00,8.90,8.70,8.80,8.75,8.83,0,Y,N,N,,,,
Battlefield 2042,Shooter,"Action, Warfare","Multiplayer, Co-operative, Battle Royale",First Person,Digital Download,Drive 3,Unplayed,3.60,221.52,66.89,,,,,,,0,7.00,6.90,6.50,6.80,N/A,6.80,,Y,N,N,,,,
Battlefield 4,Shooter,"Action, Warfare","Single Player, Multiplayer","First Person, Third Person",Digital Download,Drive 3,Unplayed,2.99,17.50,70.11,1,,,,,,1,8.00,8.00,7.90,8.10,8.42,8.08,0,Y,N,N,,,,
Battlefield Hardline,Shooter,"Action, Stealth, Warfare","Single Player, Multiplayer","First Person, Third Person",Digital Download,Drive 3,Unplayed,2.91,27.00,45.85,,,,,,,0,8.00,7.30,7.20,7.30,7.31,7.42,,Y,N,N,,,,
Battlefield V,Shooter,"Action, Historical, Warfare","Single Player, Multiplayer, Co-operative",First Person,Digital Download,Drive 3,Unplayed,3.03,32.00,107.79,,,,,,,0,7.50,7.70,7.90,8.10,7.43,7.73,,Y,N,N,,,,
Bayonetta,"Shooter, Hack and Slash/Beat 'em up",Action,Single Player,Third Person,Digital Download,Drive 3,Unplayed,3.49,42.00,11.89,,,,,,,0,9.50,9.10,8.50,9.00,8.56,8.93,,Y,N,Y,,,,
Beast Quest,"Role-playing (RPG), Adventure","Action, Fantasy, Sandbox",Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.36,23.30,10.58,,,,,,,0,6.50,9.00,3.70,4.50,2.67,5.27,0,Y,N,Y,,,,
Beat Cop,"Point-and-click, Puzzle, Simulator, Adventure, Indie","Action, Comedy, Drama",Single Player,Side View,Digital Download,Drive 2,Unplayed,3.33,23.30,0.38,,,,,,,0,6.80,7.00,7.10,7.10,6.63,6.93,,Y,N,N,,,,
Beautiful Desolation,"Platform, Puzzle, Role-playing (RPG), Strategy, Adventure, Indie",Science Fiction,Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,1.78,16.83,8.94,,,,,,,0,5.30,7.00,7.00,7.60,N/A,6.73,,Y,N,N,,,,
Bedlam: The Game by Christopher Brookmyre,"Shooter, Adventure, Indie","Action, Science Fiction",Single Player,"First Person, Side View",Digital Download,Drive 1,Unplayed,3.42,8.00,4.94,,,,,,,0,6.00,5.20,6.90,5.30,5.32,5.74,0,Y,N,N,,,,
Behind the Frame,"Point-and-click, Puzzle, Simulator, Adventure, Indie","Drama, Kids",Single Player,First Person,N/A,N/A,N/A,2.75,4.33,N/A,,,,,,,0,7.80,7.80,7.80,7.30,N/A,7.68,,N,N,N,,,,
Beholder 2,"Simulator, Strategy, Adventure, Indie",Stealth,Single Player,Side View,Digital Download,Drive 4,Unplayed,3.00,31.33,2.86,,,,,,,0,6.60,9.00,8.20,7.60,N/A,7.85,,Y,N,N,,,,
Beholder: Complete Edition,"Role-playing (RPG), Simulator, Strategy, Adventure, Indie","Stealth, Drama",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.75,42.17,2.30,,,,,,,0,7.10,8.00,6.70,7.40,6.48,7.14,0,Y,N,N,,,,
Below,"Role-playing (RPG), Adventure, Indie","Action, Fantasy, Survival, Open World",Single Player,"Bird view/Isometric, Side View",Digital Download,Drive 1,Unplayed,4.50,39.33,3.56,,,,,,,0,6.90,6.60,7.00,7.00,6.88,6.88,,Y,N,N,,,,
Bendy and the Ink Machine,"Puzzle, Strategy, Adventure, Indie","Action, Horror, Survival",Single Player,First Person,Digital Download,Drive 4,Unplayed,2.94,21.85,7.93,,,,,,,0,7.50,8.70,7.10,7.10,8.06,7.69,0,Y,N,Y,,,,
Bendy: Lone Wolf,"Adventure, Indie","Action, Horror",Single Player,,N/A,N/A,N/A,N/A,11.45,N/A,,,,,,,0,6.00,N/A,6.76,7.33,N/A,6.70,,N,N,N,,,,
Berserk and the Band of the Hawk,Hack and Slash/Beat 'em up,"Action, Fantasy, Horror",Single Player,Third Person,N/A,N/A,N/A,3.00,108.58,21.00,,,,,,,0,6.30,6.70,6.70,6.60,6.75,6.61,,N,N,Y,,,,
Besiege,"Puzzle, Simulator, Strategy, Indie","Action, Historical, Sandbox, Warfare","Single Player, Multiplayer, Co-operative","Third Person, Bird view/Isometric",N/A,N/A,N/A,3.00,41.60,N/A,,,,,,,0,7.00,8.50,7.80,6.80,N/A,7.53,,N,N,N,,,,
Beyond Blue,"Simulator, Adventure, Indie","Action, Kids",Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.00,11.43,12.23,,,,,,,0,7.20,7.00,7.20,7.20,N/A,7.15,,Y,N,N,,,,
Beyond Galaxyland,"Role-playing (RPG), Adventure",Action,Single Player,Side View,N/A,N/A,N/A,N/A,15.00,1.20,,,,,,,0,7.00,9.00,8.20,7.80,N/A,8.00,,N,N,N,,,,
Beyond Good and Evil - 20th Anniversary Edition,"Shooter, Puzzle, Adventure","Action, Science Fiction, Stealth, Open World",Single Player,"First Person, Third Person",Digital Download,Drive 3,Unplayed,3.13,13.00,19.33,,,,,,,0,9.00,9.10,8.00,7.90,8.71,8.54,,Y,N,N,,,,
Beyond the Ice Palace 2,"Fighting, Platform, Adventure",Action,Single Player,Side View,N/A,N/A,N/A,3.00,9.00,N/A,,,,,,,0,N/A,N/A,7.56,6.80,N/A,7.18,,N,N,N,,,,
Beyond Two Souls,Adventure,"Action, Science Fiction, Thriller, Drama","Single Player, Multiplayer, Co-operative",Third Person,Playstation Plus,Drive 1,Unplayed,2.08,27.50,34.07,,,,,,,0,6.00,6.60,7.10,7.00,7.29,6.80,0,Y,N,N,,,,
Bilkins' Folly,"Puzzle, Adventure",Open World,Single Player,Bird view/Isometric,N/A,N/A,N/A,N/A,32.00,N/A,,,,,,,0,7.00,N/A,7.60,7.60,N/A,7.40,,N,N,N,,,,
Bioshock Infinite: The Complete Edition,"Shooter, Adventure","Action, Fantasy, Science Fiction, Horror, Historical, Drama",Single Player,First Person,Digital Download,Drive 2,Unplayed,3.07,28.00,38.47,,,,,,,0,9.40,9.30,7.60,9.40,N/A,8.93,,Y,N,N,,,,
Bioshock: The Collection,"Shooter, Role-playing (RPG), Puzzle, Adventure","Action, Fantasy, Science Fiction, Horror, Historical, Stealth, Open World",Single Player,First Person,Digital Download,Drive 2,Unplayed,3.07,139.30,29.03,,,,,,,0,8.20,8.40,8.40,8.40,8.34,8.35,,Y,N,Y,"Contains the following:
• Bioshock
• Bioshock 2",,,
Black Clover: Quartet Knights Deluxe Edition,"Fighting, Shooter, Role-playing (RPG), Adventure","Action, Fantasy","Single Player, Multiplayer",Third Person,N/A,N/A,N/A,3.33,14.83,N/A,,,,,,,0,6.50,7.00,5.70,5.30,6.50,6.20,,N,N,Y,,,,
Black Mirror,"Point-and-click, Adventure","Horror, Thriller, Mystery",Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.61,9.15,9.67,,,,,,,0,5.80,2.50,5.60,5.40,5.77,5.01,,Y,N,N,,,,
Black Skylands,"Shooter, Role-playing (RPG), Simulator, Adventure, Indie","Action, Science Fiction, Survival, Sandbox, Open World",Single Player,Bird view/Isometric,Digital Download,Drive 2,Unplayed,2.33,19.00,3.82,,,,,,,0,7.30,8.00,7.70,8.70,N/A,7.93,,Y,N,N,,,,
Black the Fall,"Platform, Puzzle, Adventure, Indie","Action, Science Fiction, Horror, Historical, Stealth",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.60,6.20,1.32,,,,,,,0,6.50,7.10,7.00,7.20,6.81,6.92,,Y,N,N,,,,
Blacksad: Under the Skin,"Puzzle, Adventure","Action, Fantasy, Thriller, Drama, Mystery",Single Player,Third Person,Digital Download,Drive 2,Unplayed,2.45,18.00,26.70,,,,,,,0,6.90,6.60,6.20,6.50,N/A,6.55,,Y,N,N,,,,
Blackwood Crossing,"Adventure, Indie","Fantasy, Drama",Single Player,First Person,Digital Download,Drive 4,Unplayed,1.85,3.00,4.28,,,,,,,0,5.30,7.80,7.40,7.10,7.17,6.95,,Y,N,N,,,,
Blade of Darkness,"Fighting, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy",Single Player,Third Person,Digital Download,Drive 4,Unplayed,3.00,37.85,2.51,,,,,,,0,8.80,8.00,7.00,7.50,N/A,7.83,,Y,N,N,,,,
Blade of Darkness,"Fighting, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,3.00,37.48,1.37,,,,,,,0,8.80,8.00,7.00,7.50,7.56,7.77,,N,N,N,,,,
Blade Runner: Enhanced Edition,"Point-and-click, Adventure","Science Fiction, Mystery",Single Player,"Third Person, Side View",Digital Download,Drive 1,Unplayed,3.00,46.38,14.32,,,,,,,0,7.80,8.50,5.60,5.20,N/A,6.78,0,Y,N,N,,,,
Bladed Fury,"Platform, Role-playing (RPG), Strategy, Hack and Slash/Beat 'em up, Adventure, Indie",Action,Single Player,Side View,Digital Download,Drive 4,Unplayed,3.67,8.00,3.70,,,,,,,0,7.10,6.50,7.00,7.40,7.50,7.10,,Y,N,Y,,,,
Blair Witch,"Adventure, Indie","Action, Horror, Thriller, Survival",Single Player,First Person,Digital Download,Drive 2,Unplayed,2.71,10.00,21.42,,,,,,,0,8.80,7.20,6.80,6.90,6.70,7.28,,Y,N,N,,,,
Blasphemous,"Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.51,29.00,7.86,,,,,,,0,7.00,7.80,8.00,7.70,7.80,7.66,0,Y,Y,Y,Removed from PS+ after download.,,,
Blasphemous 2,"Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,4.20,98.82,N/A,,,,,,,0,8.00,8.90,8.40,8.40,N/A,8.43,,N,N,Y,,,,
Blazing Chrome,"Shooter, Platform, Indie, Arcade","Action, Science Fiction","Single Player, Multiplayer, Co-operative",Side View,Digital Download,Drive 4,Unplayed,3.93,13.10,0.26,,,,,,,0,7.40,7.70,8.00,7.60,7.44,7.63,,Y,N,Y,,,,
Blazing Trail,"Shooter, Racing, Indie, Arcade",Action,"Single Player, Multiplayer, Co-operative",,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,0,N/A,N/A,5.70,3.00,N/A,4.35,,N,N,N,,,,
Blightbound,"Fighting, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy","Single Player, Multiplayer, Co-operative","Third Person, Side View",Digital Download,Drive 2,Unplayed,3.67,40.00,2.55,,,,,,,0,4.00,6.50,6.10,5.90,N/A,5.63,0,Y,N,N,,,,
Blood Omen 2: The Legacy of Kain Series,Adventure,"Action, Horror",Single Player,Third Person,Playstation Plus,Drive 2,Unplayed,3.00,14.50,8.51,,,,,,,0,7.30,7.60,N/A,7.60,7.30,7.45,,Y,N,N,,,,
Blood Omen Legacy of Kain,"Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Horror",Single Player,Bird view/Isometric,Playstation Plus,Drive 2,Unplayed,3.50,16.00,2.82,,,,,,,0,8.30,8.50,6.00,N/A,8.33,7.78,,Y,N,N,,,,
Blood Waves,"Shooter, Strategy, Indie",Action,Single Player,,Digital Download,Drive 4,Unplayed,N/A,12.10,3.19,,,,,,,0,9.00,5.00,2.70,3.23,N/A,4.98,0,Y,N,Y,,,,
Bloodborne,"Role-playing (RPG), Adventure","Action, Fantasy, Horror, Open World","Single Player, Multiplayer",Third Person,Digital Download,Drive 1,In-Progress,4.13,76.00,36.50,1,1,,1,,,3,9.10,9.10,9.10,9.20,9.05,9.11,3,Y,N,Y,Incredibly difficult,,,
Bloodhound,"Shooter, Indie","Action, Horror",Single Player,First Person,N/A,N/A,N/A,3.00,2.33,N/A,,,,,,,0,N/A,3.90,5.50,5.40,N/A,4.93,,N,N,N,,,,
BloodRayne 2: Revamped,"Hack and Slash/Beat 'em up, Adventure","Action, Horror",Single Player,Third Person,N/A,N/A,N/A,4.00,12.22,N/A,,,,,,,0,6.80,6.40,6.30,7.10,7.13,6.75,,N,N,N,,,,
BloodRayne Betrayal: Fresh Bites,"Hack and Slash/Beat 'em up, Adventure","Action, Fantasy, Horror, Thriller",Single Player,Third Person,N/A,N/A,N/A,3.67,9.57,N/A,,,,,,,0,9.00,6.50,6.40,6.60,6.74,7.05,,N,N,Y,,,,
BloodRayne: Revamped,"Hack and Slash/Beat 'em up, Adventure","Action, Horror",Single Player,Third Person,N/A,N/A,N/A,4.00,18.53,N/A,,,,,,,0,7.80,7.80,5.90,7.60,6.89,7.20,0,N,N,N,,,,
Bloodroots,"Platform, Adventure, Indie, Arcade",Action,Single Player,Bird view/Isometric,N/A,N/A,N/A,3.00,9.97,N/A,,,,,,,0,8.00,8.30,7.80,7.50,N/A,7.90,,N,N,N,,,,
Bloodstained: Curse of the Moon 2,"Platform, Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative",Side View,N/A,N/A,N/A,3.77,18.65,N/A,,,,,,,0,7.80,7.90,8.10,8.20,N/A,8.00,,N,N,Y,,,,
Bloodstained: Ritual of the Night,"Platform, Role-playing (RPG), Adventure","Action, Fantasy, Horror","Single Player, Multiplayer, Co-operative",Side View,N/A,N/A,Removed,3.05,35.50,17.07,,,,,,1,1,8.80,8.20,8.30,8.30,8.33,8.39,0,N,N,Y,Removed after download from PS+,,,
Bloody Rally Show,"Racing, Simulator, Sport, Indie, Arcade","Action, Science Fiction, Sandbox","Single Player, Co-operative, Split Screen",Bird view/Isometric,Digital Download,Drive 4,Unplayed,5.00,3.42,0.21,,,,,,,0,8.40,6.40,5.60,5.00,N/A,6.35,,Y,N,N,,,,
Bloomtown: A Different Story,"Role-playing (RPG), Adventure, Indie",Fantasy,Single Player,Side View,N/A,N/A,N/A,3.33,41.22,N/A,,,,,,,0,7.10,6.60,7.60,7.60,N/A,7.23,,N,N,Y,,,,
Blue Fire,"Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,3.62,30.67,7.00,,,,,,,0,8.00,7.40,7.10,7.10,N/A,7.40,,N,N,Y,,,,
Blue Reflection,Role-playing (RPG),Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.25,56.73,N/A,,,,,,,0,8.00,6.80,6.80,6.60,6.98,7.04,,N,N,Y,,,,
Blue Reflection: Second Light,Role-playing (RPG),Fantasy,Single Player,Third Person,N/A,N/A,N/A,2.63,73.42,11.72,,,,,,,0,8.00,7.90,8.00,7.70,6.98,7.72,,N,N,Y,,,,
Bomb Chicken,"Platform, Puzzle, Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 1,Unplayed,4.00,7.27,0.30,,,,,,,0,6.70,7.30,7.70,7.70,7.61,7.40,,Y,N,N,,,,
Bomb Rush Cyberfunk,"Platform, Role-playing (RPG), Sport, Adventure, Indie","Action, Science Fiction",Single Player,Third Person,Playstation Plus,Drive 4,Unplayed,3.88,24.00,2.49,,,,,,,0,8.50,8.30,7.80,7.60,N/A,8.05,,Y,N,N,,,,
Bonfire Peaks,"Puzzle, Adventure, Indie",,Single Player,,N/A,N/A,N/A,4.00,48.67,N/A,,,,,,,0,N/A,8.10,8.10,8.10,N/A,8.10,,N,N,N,,,,
Book of Demons,"Role-playing (RPG), Adventure, Indie",Action,Single Player,Bird view/Isometric,Digital Download,Drive 1,Unplayed,4.00,78.85,0.92,,,,,,,0,7.30,9.00,7.60,7.20,7.71,7.76,,Y,N,Y,,,,
